Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
"Nolan Schanuel","LAA",65,271,5,33,25,39,46,6,1,0.274336283,0.847826086,0.3480420957192284,-4.899661254778039,6.862779181911934,125.794818986382,177.70370020302346,75.56842108508273,125.20586359336745,98.01670508187932,73.4108668390769,-0.21070771338418126,0.21014175890013576,-0.4214185709552829,1.1276448107992647,"Nolan Schanuel",33189,694384
"Alec Bohm","PHI",52,219,4,22,24,16,32,1,1,0.27363184,0.5,0.32497878905830035,2.34895542927552,1.2356880651420075,108.37838394283852,88.94574766311453,64.96185888305988,104.33009539896179,104.90265696790959,95.4065441234841,-0.2541240992723033,-0.11253165430389345,-0.1647753053684548,1.1271931361984635,"Alec Bohm",21618,664761
"Cody Bellinger","CHC",50,222,9,33,35,20,29,5,1,0.266331658,0.689655172,0.33489847455394867,-2.1580283741932362,5.427925667194907,117.70544324565573,109.67972361224186,58.076121210130275,105.77912448850275,112.18971699317468,118.85066408775538,0.6346021466888487,0.641949487333477,0.1167307773539138,1.1051929135997252,"Cody Bellinger",15998,641355
"George Springer","TOR",62,269,10,35,32,25,56,7,1,0.234309623,0.446428571,0.3218863925526133,-3.1717367775854655,4.689121006265239,111.0188077239032,114.75956126347782,92.68032629377322,103.3120148295553,104.27090922152924,114.80637413251107,0.16275402274914086,-0.0823816112242639,0.256048514447732,1.0749463767818912,"George Springer",12856,543807
"Yandy Díaz","TBR",55,230,7,20,25,18,38,0,0,0.296650717,0.47368421,0.3510984234187914,-4.926840462721884,7.692802854226805,133.8765622593839,96.6375299909557,73.55421557772429,113.80513106502184,115.62475186329542,103.80734361748193,0.20109402621164918,0.42957838252186775,-0.23508582268467415,1.0702189542687068,"Yandy Diaz",16578,650490
"Mike Yastrzemski","SFG",60,210,8,26,22,15,53,2,2,0.247368421,0.283018867,0.33552782762618294,-1.9137844200013205,5.027228256139732,118.11106139674719,86.96035185776142,112.20421090735051,99.73460309822651,116.19836709516149,141.30211225213282,0.21442695776931942,0.0560960566799622,0.1675544548149443,1.0475414482916074,"Mike Yastrzemski",14854,573262
"Orlando Arcia","ATL",66,255,10,21,23,28,53,2,0,0.227678571,0.528301886,0.3045779607983917,3.889748021494597,-2.298853521055406,93.57073122847792,133.68022727938708,92.4034678322053,98.6994193899085,95.2388301954003,99.87872543980603,-0.6623123094905168,0.004217409761622548,-0.7728255303459561,1.0466870380824573,"Orlando Arcia",13185,606115
"Andrés Giménez","CLE",68,270,3,23,22,10,46,15,2,0.261904761,0.217391304,0.2748072977816121,6.7733363304287195,-5.728665306090534,77.60908879428253,45.733810774112875,75.84830414757397,95.25701257047247,83.90824008231967,45.5792751426972,-0.2099541681818664,-0.7672818153805565,0.5417519834788834,1.0297185592673697,"Andres Gimenez",19950,665926
"Vinnie Pasquantino","KCR",52,231,11,29,47,9,28,1,0,0.29953917,0.321428571,0.34626037115636077,-3.1617532670497894,5.403053848241249,122.0955677391269,48.109592013395165,53.96322036502321,103.97011961075067,124.12232746720377,123.50513159493428,0.9494052887894213,0.596274855080992,0.5440268074597472,1.0196454872577623,"Vinnie Pasquantino",27676,686469
"Shea Langeliers","OAK",56,230,11,26,31,19,63,2,1,0.241545893,0.301587301,0.32339726194091467,-0.7413096935488284,2.8452836446990415,114.44367722416018,102.00628158851919,121.9451468905744,99.75511484027034,110.66159195979081,126.38890696806553,-1.4898946261964738,-0.32735826540738344,-1.0450412836791314,1.0020985859428242,"Shea Langeliers",25816,669127
"Brendan Donovan","STL",64,266,4,24,22,20,28,2,2,0.272727272,0.714285714,0.3155689954309535,0.15338302869349718,0.6317301888973754,103.77987715536882,91.53721190516968,46.79818098475811,106.17679042372339,94.30529567245019,68.67694209113735,-0.2017636145465076,0.025311014032922685,-0.228865162452712,1.001859327837644,"Brendan Donovan",24679,680977
"Carlos Santana","MIN",61,243,9,26,24,30,46,2,0,0.220095693,0.652173913,0.31473354933675657,0.4931275062263012,1.0112934022645934,105.3184563491539,152.44603591370958,84.27589344783813,103.72727986165144,99.96723334771977,112.9668151131421,1.1641415652120486,0.41662829532288015,0.9222169802651314,0.9848061294559888,"Carlos Santana",2396,467793
"Paul Goldschmidt","STL",64,266,11,24,27,14,62,5,0,0.26693227,0.225806451,0.33427588415868353,-4.74951227006386,5.309953432343009,116.41255689562335,64.0760479683853,103.6245441489577,96.99746130665451,118.59630113756015,134.9755527953868,0.009520666673779488,0.003114583669230342,0.006083102168062663,0.9787399767623184,"Paul Goldschmidt",9218,502671
"Pete Alonso","NYM",70,296,16,40,38,31,87,2,0,0.236434108,0.356321839,0.34035478400535324,-6.958455862477422,6.400415268631434,123.05785297596405,127.50267793832806,130.67127294508447,103.99231483422248,115.37857211673217,146.17909612984172,-0.019358348101377487,0.2003820409245236,-0.2217643216934866,0.9675252069865913,"Pete Alonso",19251,624413
"Jesús Sánchez","MIA",63,231,10,28,30,18,63,8,1,0.25592417,0.285714285,0.3325242301262102,-2.001370383426547,3.5326179818223915,111.5425044724696,94.86583783690114,121.24983325870946,100.28410512934364,115.21452669557308,133.29786315657893,0.5778797575621866,0.01746913802344352,0.5467559118811862,0.9574452351633026,"Jesus Sanchez",19913,660821
"Freddie Freeman","LAD",54,230,9,24,33,26,41,4,0,0.251256281,0.634146341,0.3375643991064607,-3.6076826178468764,5.082260350216493,118.64296407601692,137.62420953521686,79.25170256828092,108.99848897990142,108.45005972699366,118.85066408775538,0.9313959004357457,0.585477601038292,0.329980138150443,0.9481510897075346,"Freddie Freeman",5361,518692
